,popularity,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,year
2964,37,178043,0.745,0.7340000000000001,9,-6.198,0.132,0.0972,0.0,0.264,0.446,91.985,4,2021
2965,37,236804,0.736,0.547,10,-7.917000000000001,0.121,0.256,0.0,0.0912,0.695,149.994,4,2021
2966,37,277297,0.616,0.444,5,-12.248,0.12,0.5489999999999999,0.0,0.105,0.428,73.936,4,2021
2967,0,575867,0.258,0.263,1,-13.462,0.0482,0.957,0.698,0.272,0.111,128.94,4,2020
2968,0,60000,0.524,0.705,3,-6.273,0.0407,0.2789999999999999,0.216,0.597,0.94,80.204,4,2021
2969,4,121858,0.698,0.0205,0,-20.874,0.149,0.99,0.952,0.12,0.0987,101.555,3,2021
2970,4,129567,0.823,0.0111,7,-20.968000000000004,0.0648,0.983,0.918,0.119,0.0725,126.22,4,2021
2971,5,108855,0.726,0.032,11,-19.932,0.0753,0.983,0.935,0.103,0.206,74.967,4,2021
2972,0,157522,0.723,0.47,11,-7.086,0.0404,0.419,0.0,0.123,0.604,105.026,4,2021
2973,4,174685,0.532,0.614,3,-15.405,0.0273,0.278,0.763,0.172,0.851,135.43200000000002,4,2021
2974,0,190822,0.5579999999999999,0.999,9,-1.77,0.12,0.213,0.0,0.382,0.6920000000000001,74.975,4,2021
2975,5,221936,0.19,0.687,1,-5.646,0.0423,2.79e-05,0.0314,0.0932,0.3,173.928,4,2020
2976,4,275907,0.537,0.813,10,-5.735,0.0292,2.25e-05,0.000869,0.15,0.136,135.042,4,2020
2977,4,300112,0.397,0.7929999999999999,1,-11.615,0.0357,0.00016,0.93,0.389,0.258,121.017,4,2020
2978,1,268147,0.449,0.682,0,-6.782,0.0373,0.0593,5.52e-06,0.0682,0.493,180.882,4,2021
2979,4,72003,0.3939999999999999,0.98,7,-6.237,0.0557,0.000167,3.8e-06,0.7170000000000001,0.0717,130.077,4,2020
2980,13,105062,0.486,0.958,2,-5.947,0.0445,0.000654,0.8370000000000001,0.547,0.292,128.025,4,2020
2981,15,282493,0.317,0.039,0,-19.906,0.0385,0.952,0.916,0.225,0.177,93.733,3,2020
2982,15,351736,0.614,0.7120000000000001,5,-7.871,0.0281,0.0195,0.0643,0.113,0.222,120.098,4,2020
2983,11,32880,0.649,0.782,11,-7.595,0.364,0.1119999999999999,0.0,0.601,0.9,116.575,3,2020
2984,9,213000,0.705,0.7070000000000001,9,-9.757,0.365,0.629,0.0,0.0548,0.6759999999999999,108.121,4,2021
2985,15,251320,0.55,0.499,9,-6.565,0.0985,0.386,0.0,0.74,0.446,113.969,1,2020
2986,12,76750,0.38,0.985,2,-6.224,0.119,3.35e-05,0.93,0.166,0.192,131.386,4,2020
2987,12,59312,0.441,0.743,2,-6.577999999999999,0.0349,5.23e-06,0.0151,0.256,0.373,129.945,4,2020
2988,12,88594,0.508,0.92,7,-6.476,0.0398,2.31e-05,0.7559999999999999,0.1639999999999999,0.29,129.976,4,2020
2989,76,209540,0.784,0.5870000000000001,4,-3.572,0.0767,0.375,0.00109,0.111,0.261,90.03200000000001,4,2020
2990,12,44656,0.516,0.93,0,-7.063,0.076,2.26e-05,0.5820000000000001,0.386,0.6779999999999999,127.997,4,2020
2991,12,60000,0.301,0.978,8,-5.3660000000000005,0.0561,0.000157,0.000379,0.3939999999999999,0.392,128.07299999999998,4,2020
2992,76,167684,0.615,0.907,6,-1.873,0.128,0.622,0.0,0.0913,0.725,152.093,4,2020
2993,12,89406,0.353,0.993,5,-6.916,0.147,6.96e-05,0.925,0.387,0.115,129.66,4,2020
2994,76,142411,0.585,0.489,0,-7.646,0.0653,0.11,0.0,0.0624,0.727,183.743,4,2020
2995,12,104312,0.442,0.988,7,-6.593,0.0755,3.12e-05,0.976,0.55,0.5760000000000001,130.009,4,2020
2996,9,199475,0.481,0.85,6,-11.561,0.0351,0.0176,0.861,0.209,0.271,125.124,4,2021
2997,76,90960,0.447,0.8909999999999999,9,-4.776,0.0788,0.00447,0.000905,0.39,0.517,143.976,4,2020
2998,9,167746,0.614,0.757,5,-11.916,0.0366,0.00835,0.84,0.1119999999999999,0.142,125.975,4,2021
2999,11,117081,0.6970000000000001,0.8170000000000001,11,-4.832,0.0443,0.0571,0.0,0.389,0.882,122.462,4,2020
3000,76,215627,0.546,0.613,7,-7.588999999999999,0.0264,0.418,0.0,0.103,0.535,79.015,4,2020
3001,9,135755,0.71,0.703,10,-10.219,0.0436,0.0103,0.845,0.084,0.368,127.292,4,2021
3002,76,275893,0.838,0.8190000000000001,5,-4.681,0.211,0.285,6.3e-05,0.2239999999999999,0.6559999999999999,105.027,4,2020
3003,11,32000,0.645,0.852,11,-7.289,0.374,0.0964,0.0,0.278,0.737,137.985,3,2020
3004,76,161748,0.66,0.503,9,-5.501,0.34,0.131,0.0,0.13,0.396,175.896,4,2020
3005,14,185714,0.759,0.705,8,-5.939,0.133,0.00701,0.595,0.0356,0.665,83.985,4,2020
3006,14,130286,0.23,0.497,9,-9.777,0.0328,0.826,0.0265,0.122,0.237,210.148,3,2020
3007,14,90353,0.61,0.6859999999999999,1,-3.848,0.0356,0.000605,0.866,0.0635,0.642,127.538,3,2020
3008,74,137876,0.61,0.508,8,-6.682,0.152,0.297,0.0,0.384,0.758,178.81799999999998,4,2021
3009,48,203593,0.73,0.933,6,-4.284,0.0402,0.2269999999999999,0.000101,0.7859999999999999,0.946,92.017,4,2021
3010,69,170055,0.511,0.54,8,-6.402,0.174,0.191,0.0,0.377,0.711,119.248,5,2021
3011,79,187362,0.784,0.529,11,-7.681,0.0742,0.6829999999999999,0.0,0.118,0.246,134.041,4,2021
3012,76,160341,0.726,0.54,0,-6.046,0.217,0.524,1.07e-05,0.1169999999999999,0.456,92.114,4,2021
3013,61,168031,0.82,0.545,8,-7.652,0.6679999999999999,0.168,0.8859999999999999,0.344,0.14,178.997,4,2021
3014,77,207020,0.48,0.2739999999999999,2,-7.082999999999999,0.0317,0.7709999999999999,0.0,0.114,0.332,179.637,3,2021
3015,76,206001,0.6829999999999999,0.606,7,-6.473,0.0305,0.0353,1.23e-06,0.131,0.7,104.018,4,2021
3016,76,278280,0.762,0.61,7,-6.377999999999999,0.228,0.076,0.000132,0.0744,0.2769999999999999,146.989,4,2021
3017,76,156613,0.642,0.794,8,-6.001,0.1939999999999999,0.0566,2.6600000000000003e-05,0.133,0.352,195.034,3,2021
3018,76,156781,0.779,0.845,7,-3.446,0.0356,0.0659,1.16e-06,0.0641,0.615,111.995,4,2021
3019,76,165779,0.526,0.667,9,-5.4510000000000005,0.0437,0.0505,0.0,0.321,0.43,155.085,4,2021
3020,76,141663,0.882,0.471,2,-8.827,0.118,0.0579999999999999,0.0,0.0991,0.372,95.02,4,2021
3021,76,209684,0.8270000000000001,0.485,1,-10.384,0.0352,0.172,0.0,0.0798,0.384,94.997,4,2021
3022,76,227706,0.773,0.281,1,-9.781,0.11,0.24,0.0,0.1119999999999999,0.465,102.019,4,2021
3023,76,137077,0.921,0.524,8,-7.074,0.0569,0.172,0.0,0.138,0.895,129.995,4,2021
3024,76,151248,0.867,0.374,9,-11.883,0.236,0.629,0.0,0.161,0.684,130.026,4,2021
3025,76,170992,0.7509999999999999,0.5489999999999999,5,-7.797999999999999,0.106,0.221,0.0,0.1119999999999999,0.735,106.01,4,2021
3026,76,188598,0.7020000000000001,0.758,9,-4.405,0.278,0.14,0.0,0.111,0.8370000000000001,167.915,4,2021
3027,76,171333,0.359,0.706,5,-6.151,0.0309,0.000602,0.0,0.285,0.479,174.079,4,2021
3028,76,190680,0.532,0.584,8,-5.254,0.0248,0.723,0.0,0.1009999999999999,0.367,88.00299999999999,4,2021
3029,76,170310,0.718,0.725,9,-4.279,0.0522,0.118,0.0,0.17,0.57,139.988,4,2021
3030,76,163500,0.721,0.6559999999999999,2,-5.861000000000001,0.0338,0.118,0.0,0.231,0.772,109.024,4,2021
3031,76,209575,0.7240000000000001,0.904,0,-3.815,0.0872,0.0419,4.79e-06,0.163,0.728,130.036,4,2021
3032,76,245626,0.612,0.884,5,-4.4,0.0459,0.00516,0.0,0.0997,0.626,119.991,4,2021
3033,75,183926,0.623,0.703,8,-5.296,0.2019999999999999,0.0856,0.0,0.246,0.585,170.05900000000003,4,2021
3034,76,195319,0.772,0.7979999999999999,0,-5.166,0.262,0.0603,6.2e-05,0.13,0.53,130.023,4,2021
3035,76,200661,0.303,0.249,0,-11.715,0.111,0.97,1.95e-05,0.1169999999999999,0.131,66.932,4,2021
3036,7,195213,0.579,0.8140000000000001,5,-3.109,0.148,0.163,0.0,0.0712,0.455,98.013,4,2021
3037,5,215293,0.52,0.722,0,-3.91,0.0946,0.247,0.0,0.1689999999999999,0.3929999999999999,144.941,4,2021
3038,76,184005,0.878,0.7979999999999999,11,-5.694,0.13,0.0527,0.19,0.0917,0.797,120.029,4,2021
3039,76,155390,0.677,0.579,7,-5.715,0.185,0.428,6.28e-06,0.15,0.4479999999999999,175.90400000000002,4,2021
3040,76,213543,0.585,0.7240000000000001,9,-5.611000000000001,0.0967,0.445,0.0,0.1,0.547,162.05,4,2021
3041,76,193717,0.727,0.664,7,-7.26,0.352,0.22,0.0,0.127,0.5579999999999999,90.32,4,2021
3042,39,218851,0.897,0.5489999999999999,9,-8.08,0.257,0.217,0.0,0.273,0.652,130.491,4,2021
3043,76,183133,0.6920000000000001,0.431,6,-11.884,0.0335,0.305,1.39e-05,0.132,0.327,138.925,4,2021
3044,75,200050,0.6920000000000001,0.721,9,-3.244,0.389,0.405,0.0,0.0773,0.496,168.084,4,2021
3045,75,193059,0.564,0.428,0,-10.076,0.4029999999999999,0.0722,3.52e-06,0.0979,0.542,79.541,4,2021
3046,75,163813,0.7120000000000001,0.679,4,-6.261,0.0649,0.0394,0.0,0.195,0.57,160.003,4,2021
3047,76,148346,0.748,0.748,11,-3.852,0.0465,0.374,0.0,0.261,0.3929999999999999,132.101,4,2021
3048,75,202943,0.736,0.486,0,-7.627000000000001,0.043,0.162,0.0,0.121,0.562,110.026,4,2021
3049,75,222047,0.737,0.726,10,-5.52,0.0618,0.0261,0.0,0.111,0.564,119.991,3,2021
3050,75,199614,0.564,0.635,4,-7.635,0.057,0.46,0.0,0.662,0.46,140.032,3,2021
3051,76,166392,0.619,0.573,1,-7.277,0.3929999999999999,0.0352,0.0,0.228,0.376,175.187,3,2021
3052,75,216533,0.499,0.762,11,-4.489,0.218,0.4429999999999999,0.0,0.1369999999999999,0.512,76.995,1,2021
3053,75,188571,0.607,0.851,4,-7.754,0.0364,0.623,0.351,0.107,0.479,168.049,4,2021
3054,75,207974,0.596,0.679,4,-6.395,0.0394,0.723,0.0,0.1159999999999999,0.479,131.912,4,2021
3055,75,251533,0.4479999999999999,0.447,6,-7.1610000000000005,0.045,0.2339999999999999,0.0,0.382,0.299,78.861,4,2021
3056,75,158000,0.654,0.491,10,-11.715,0.252,0.0809,0.0,0.369,0.807,142.037,4,2021
3057,75,194827,0.674,0.6759999999999999,2,-6.877999999999999,0.0367,0.43,3.13e-05,0.108,0.919,78.99,4,2021
3058,75,164268,0.6579999999999999,0.747,8,-6.567,0.0971,0.138,0.0,0.129,0.326,120.073,4,2021
3059,64,212858,0.769,0.893,4,-5.886,0.376,0.0101,0.0,0.307,0.4679999999999999,101.923,4,2021
3060,75,235665,0.397,0.262,0,-14.608,0.0916,0.8420000000000001,6.6e-06,0.0999,0.124,80.434,4,2021
3061,75,200946,0.626,0.535,0,-5.327000000000001,0.0408,0.59,0.0,0.172,0.848,77.984,3,2021
3062,75,208692,0.6609999999999999,0.486,5,-4.438,0.0431,0.4539999999999999,0.0,0.0994,0.309,78.31,4,2021
3063,76,160078,0.55,0.637,8,-5.212000000000001,0.163,0.597,0.0,0.129,0.535,84.448,4,2021
3064,75,157324,0.8059999999999999,0.67,7,-4.194,0.0491,0.00624,0.17,0.119,0.366,103.96,4,2021
3065,75,273667,0.943,0.524,7,-6.813,0.178,0.0456,3.08e-06,0.0987,0.411,130.003,4,2021
3066,75,264416,0.746,0.884,10,-3.3480000000000003,0.33,0.138,0.0,0.146,0.664,140.1,4,2021
3067,75,196518,0.597,0.632,1,-5.792000000000001,0.054,0.698,0.00191,0.129,0.42,84.915,4,2021
3068,75,198600,0.687,0.873,8,-3.852,0.0335,0.0545,0.0,0.318,0.884,130.024,4,2021
3069,75,194693,0.875,0.649,6,-5.754,0.0433,0.429,0.00237,0.0704,0.833,140.031,4,2021
3070,75,208664,0.733,0.7929999999999999,1,-6.122999999999999,0.181,0.204,0.0,0.139,0.856,138.084,4,2021
3071,75,128800,0.688,0.6829999999999999,6,-7.454,0.15,0.027,0.0,0.368,0.8170000000000001,120.01,4,2021
3072,75,223129,0.531,0.552,1,-5.945,0.0309,0.436,0.0,0.0786,0.3279999999999999,74.931,3,2021
3073,75,156656,0.828,0.7879999999999999,2,-3.957,0.301,0.38,0.0,0.072,0.961,116.939,4,2021
3074,75,174173,0.883,0.845,11,-2.069,0.0585,0.0161,0.00157,0.29,0.6559999999999999,116.004,4,2021
3075,75,209276,0.603,0.618,1,-5.184,0.0319,0.0232,0.0,0.118,0.3229999999999999,112.114,3,2021
3076,59,189677,0.76,0.6920000000000001,8,-7.627000000000001,0.0579,0.0847,0.0186,0.381,0.484,124.043,4,2021
3077,75,207733,0.74,0.604,7,-6.784,0.0379,0.372,0.0,0.0829,0.602,101.925,4,2021
3078,75,190246,0.556,0.639,9,-6.652,0.0974,0.282,0.0,0.0878,0.591,99.627,4,2021
3079,75,198871,0.636,0.65,1,-4.045,0.24,0.573,0.0,0.1009999999999999,0.303,61.837,4,2021
3080,74,204157,0.648,0.455,1,-7.122000000000001,0.0341,0.4629999999999999,0.0,0.109,0.183,129.9,4,2021
3081,75,229657,0.7879999999999999,0.933,9,-2.664,0.298,0.599,0.0,0.685,0.6,139.016,4,2021
3082,74,104008,0.649,0.429,10,-8.427999999999999,0.4679999999999999,0.386,0.0,0.311,0.426,100.389,3,2021
3083,75,183133,0.743,0.622,4,-5.332000000000001,0.136,0.904,1.66e-05,0.143,0.317,140.054,4,2021
3084,74,201067,0.5720000000000001,0.691,6,-5.038,0.0314,0.163,0.0,0.14,0.36,130.974,4,2021
3085,75,143925,0.763,0.784,2,-3.131,0.203,0.284,4.5e-06,0.145,0.609,95.045,4,2021
3086,74,246610,0.397,0.206,2,-12.487,0.0389,0.947,1.35e-05,0.119,0.27,120.702,1,2021
3087,75,120000,0.895,0.6709999999999999,7,-3.1260000000000003,0.1369999999999999,0.243,3.57e-06,0.0768,0.905,84.956,4,2021
3088,76,165367,0.535,0.765,7,-3.716,0.184,0.433,0.0,0.125,0.627,108.521,4,2021
3089,75,197313,0.775,0.645,6,-5.236000000000001,0.067,0.212,0.0,0.127,0.723,90.01700000000001,4,2021
3090,74,179156,0.625,0.903,4,-2.519,0.0594,0.006,0.0,0.235,0.825,145.97,4,2021
3091,74,147893,0.635,0.772,7,-4.825,0.0279,0.216,0.0,0.285,0.948,119.017,4,2021
3092,75,198174,0.7759999999999999,0.6920000000000001,2,-3.834,0.0555,0.0075,0.0,0.0588,0.5429999999999999,95.972,4,2021
3093,75,172587,0.489,0.515,9,-9.14,0.0348,0.662,3.84e-05,0.115,0.37,91.25,4,2021
3094,75,185280,0.5529999999999999,0.884,2,-5.306,0.0771,0.0921,0.00033,0.0463,0.248,110.074,4,2021
3095,74,201501,0.599,0.79,9,-4.352,0.386,0.0213,5.870000000000001e-05,0.0778,0.528,100.119,5,2021
3096,75,280467,0.473,0.936,2,-4.877,0.0704,0.00916,0.0422,0.31,0.416,144.014,4,2021
3097,76,213053,0.4379999999999999,0.632,7,-4.447,0.0417,0.434,0.0,0.214,0.386,61.45,4,2021
3098,12,87687,0.415,0.851,4,-6.148,0.0443,9.64e-05,0.000267,0.816,0.261,129.923,4,2020
3099,12,57969,0.4029999999999999,0.934,2,-7.274,0.0458,0.000213,0.737,0.431,0.102,128.004,4,2020
3100,12,90000,0.466,0.957,9,-6.382999999999999,0.0506,2.61e-05,0.003,0.623,0.163,128.05,4,2020
3101,10,32340,0.578,0.522,2,-7.157,0.362,0.0093099999999999,0.0,0.298,0.75,132.724,3,2020
3102,73,155200,0.782,0.497,0,-5.415,0.286,0.0391,0.0,0.209,0.522,77.488,4,2021
3103,76,116760,0.774,0.412,1,-8.619,0.3779999999999999,0.026,0.0,0.088,0.38,139.94299999999998,4,2021
3104,75,145309,0.677,0.908,1,-2.513,0.0556,0.379,0.0,0.451,0.885,161.991,4,2021
3105,0,262419,0.841,0.73,9,-8.391,0.0756,0.0142,0.847,0.171,0.7170000000000001,123.02,4,2021
3106,75,352093,0.5539999999999999,0.784,1,-5.459,0.113,0.0607,0.0,0.301,0.61,96.699,4,2021
3107,3,282293,0.4529999999999999,0.716,2,-5.534,0.0314,0.344,0.0,0.135,0.875,97.113,4,2021
3108,0,130961,0.747,0.0264,1,-19.069000000000003,0.1009999999999999,0.987,0.925,0.11,0.0787,66.005,4,2021
3109,16,260807,0.311,0.532,6,-8.129,0.0304,0.00336,2.5e-05,0.0795,0.0329,170.112,4,2020
3110,76,208505,0.627,0.69,10,-5.396,0.139,0.033,0.0,0.0742,0.627,122.053,4,2020
3111,76,193416,0.408,0.523,7,-8.001,0.0353,0.417,9.58e-06,0.0877,0.428,169.954,4,2020
3112,76,189287,0.82,0.8420000000000001,7,-3.853,0.272,0.157,0.0,0.1119999999999999,0.653,107.952,4,2020
3113,76,188893,0.643,0.79,4,-6.079,0.0462,0.294,0.0,0.107,0.8,95.987,4,2020
3114,76,92856,0.792,0.8290000000000001,2,-6.612,0.256,0.00103,0.0755,0.5820000000000001,0.17,93.044,4,2020
3115,67,228720,0.773,0.64,3,-4.777,0.207,0.119,0.0,0.17,0.605,170.067,4,2021
3116,75,155720,0.871,0.545,7,-10.489,0.1889999999999999,0.0143,0.0,0.148,0.722,100.482,4,2021
3117,73,202560,0.784,0.539,7,-8.937999999999999,0.2739999999999999,0.0818,0.0,0.106,0.5760000000000001,149.059,4,2021
3118,74,176520,0.841,0.55,6,-6.534,0.262,0.33,0.0,0.0932,0.6920000000000001,109.9,4,2021
3119,72,166875,0.674,0.4529999999999999,6,-10.293,0.0612,0.155,1.21e-06,0.0933,0.22,128.107,4,2021
3120,68,189375,0.742,0.738,1,-4.86,0.0558,0.296,0.00126,0.119,0.456,88.985,4,2021
3121,0,165167,0.778,0.4579999999999999,2,-7.607,0.0431,0.00242,0.563,0.0637,0.293,122.998,4,2021
3122,0,360975,0.73,0.7070000000000001,6,-8.165,0.0336,0.0227,0.903,0.0898,0.715,124.974,4,2020
3123,0,483373,0.7020000000000001,0.7929999999999999,11,-6.59,0.046,0.0059,0.794,0.4639999999999999,0.0563,125.024,4,2020
3124,4,55947,0.6459999999999999,0.515,9,-10.523,0.885,0.951,0.0,0.772,0.752,108.832,3,2020
3125,1,258038,0.503,0.56,9,-10.866,0.0276,0.3379999999999999,0.0,0.0954,0.2,124.037,4,2020
3126,0,205867,0.743,0.877,0,-3.6,0.036,0.0186,0.0,0.32,0.7120000000000001,125.017,4,2021
3127,0,131559,0.634,0.52,0,-10.226,0.0574,0.42,0.0,0.373,0.8220000000000001,173.347,4,2020
3128,0,149773,0.648,0.564,7,-9.67,0.0292,0.8220000000000001,8.28e-06,0.314,0.6759999999999999,127.318,4,2020
3129,0,136000,0.7390000000000001,0.386,2,-10.312,0.0282,0.643,0.0,0.13,0.3779999999999999,109.881,4,2020
3130,0,128590,0.585,0.581,11,-11.108,0.0463,0.317,0.0025,0.2189999999999999,0.706,97.128,4,2020
3131,0,164148,0.152,0.21,5,-12.427,0.0317,0.8170000000000001,0.000243,0.109,0.248,74.623,4,2020
3132,0,122731,0.621,0.244,4,-12.847,0.0334,0.901,0.0,0.3289999999999999,0.779,140.798,4,2020
3133,0,152059,0.7659999999999999,0.374,1,-11.322,0.0305,0.4429999999999999,2.79e-05,0.1169999999999999,0.677,111.651,4,2020
3134,0,148696,0.606,0.586,0,-12.122,0.0283,0.32,0.0,0.114,0.851,140.72,4,2020
3135,0,132521,0.492,0.5479999999999999,7,-6.932,0.0324,0.917,0.000595,0.401,0.922,78.98899999999999,4,2020
3136,0,126399,0.64,0.214,8,-13.834,0.0317,0.918,0.961,0.0691,0.629,61.749,4,2020
3137,0,135568,0.634,0.4479999999999999,2,-11.296,0.0244,0.677,0.0,0.163,0.75,96.845,4,2020
3138,0,184551,0.502,0.482,9,-11.231,0.0307,0.196,0.0,0.16,0.461,125.502,4,2020
3139,0,143511,0.684,0.5760000000000001,4,-12.316,0.0379,0.107,7.12e-06,0.619,0.7659999999999999,122.125,4,2020
3140,0,141000,0.652,0.544,0,-12.532,0.0323,0.0617,0.00253,0.519,0.594,135.55700000000002,4,2020
3141,0,143304,0.5710000000000001,0.56,4,-11.392,0.0294,0.233,0.0,0.687,0.935,147.764,4,2020
3142,7,234288,0.509,0.2269999999999999,5,-14.473,0.0483,0.782,0.89,0.1169999999999999,0.3379999999999999,85.805,4,2020
3143,0,511034,0.649,0.97,2,-3.847,0.0498,8.57e-05,0.846,0.0802,0.149,145.012,4,2020
3144,0,511034,0.649,0.97,2,-3.847,0.0498,8.57e-05,0.846,0.0802,0.149,145.012,4,2020
3145,0,197309,0.647,0.792,11,-8.566,0.0316,0.000773,1.13e-05,0.208,0.914,107.014,4,2020
3146,0,511034,0.649,0.97,2,-3.847,0.0495,8.57e-05,0.846,0.0802,0.15,144.995,4,2020
3147,0,511034,0.649,0.97,2,-3.847,0.0495,8.57e-05,0.846,0.0802,0.15,144.995,4,2021
3148,0,151014,0.6709999999999999,0.473,1,-6.597,0.335,0.0655,5.5700000000000005e-05,0.256,0.5760000000000001,178.135,4,2021
3149,0,146471,0.607,0.0135,5,-20.022,0.322,0.983,0.875,0.11,0.121,175.054,3,2021
3150,0,211635,0.746,0.513,6,-13.04,0.0283,0.319,0.897,0.19,0.5920000000000001,104.947,4,2020
3151,0,202735,0.7140000000000001,0.579,7,-10.62,0.0285,0.122,0.282,0.308,0.8220000000000001,109.522,4,2020
3152,0,116843,0.732,0.0304,10,-20.222,0.306,0.986,0.933,0.107,0.0398,74.414,4,2021
3153,0,216904,0.412,0.69,4,-11.279000000000002,0.0285,0.0951,0.825,0.446,0.6509999999999999,147.43,4,2021
3154,0,255303,0.175,0.089,4,-18.513,0.0421,0.952,0.926,0.109,0.0366,120.976,4,2021
3155,1,141642,0.6990000000000001,0.0096099999999999,10,-21.891,0.4529999999999999,0.984,0.917,0.115,0.0403,79.52600000000001,3,2021
3156,0,358077,0.271,0.599,0,-8.971,0.0315,0.0141,0.909,0.13,0.0499,119.856,4,2021
3157,1,184195,0.5489999999999999,0.5820000000000001,2,-11.474,0.0262,0.5760000000000001,0.8959999999999999,0.268,0.186,138.10299999999998,4,2021
3158,0,152776,0.206,0.2,7,-19.917,0.0349,0.0877,0.637,0.2,0.0351,87.37700000000001,4,2021
3159,2,49000,0.6890000000000001,0.273,0,-18.151,0.052,0.989,0.915,0.1159999999999999,0.351,128.05700000000002,4,2020
3160,0,137183,0.665,0.0247,7,-20.038,0.161,0.985,0.799,0.121,0.0472,99.576,3,2021
3161,2,131013,0.207,0.0354,0,-23.13,0.0417,0.8859999999999999,0.917,0.107,0.0422,77.067,3,2020
3162,3,49000,0.637,0.55,0,-14.374,0.0559999999999999,0.217,0.82,0.106,0.162,80.029,4,2020
3163,3,49000,0.4589999999999999,0.313,0,-13.868,0.0343,0.981,0.914,0.114,0.211,79.804,4,2020
3164,3,49000,0.416,0.589,0,-12.422,0.0458,0.326,0.943,0.145,0.586,160.08,4,2020
3165,3,118986,0.145,0.0895,0,-22.665,0.0429,0.897,0.785,0.0907,0.0704,140.717,4,2020
3166,3,49000,0.557,0.3939999999999999,0,-15.562,0.0512,0.917,0.974,0.1169999999999999,0.295,160.067,4,2020
3167,3,49000,0.331,0.579,0,-12.838,0.0322,0.794,0.961,0.172,0.33,79.872,4,2020
3168,0,167494,0.598,0.185,11,-9.675,0.0321,0.955,0.0,0.1159999999999999,0.569,147.88,3,2021
3169,0,208340,0.6659999999999999,0.551,5,-14.12,0.128,0.7929999999999999,0.962,0.0967,0.638,160.214,4,2021
3170,0,198804,0.779,0.368,1,-16.798,0.0967,0.0145,0.853,0.105,0.6629999999999999,137.982,4,2021
3171,3,145728,0.6629999999999999,0.00715,5,-20.412,0.151,0.985,0.5329999999999999,0.105,0.0828,101.699,4,2021
3172,0,904000,0.44,0.324,0,-16.812,0.0352,0.764,0.0609,0.341,0.34,98.61,4,2020
3173,0,187000,0.555,0.7859999999999999,5,-7.17,0.0337,0.1689999999999999,0.82,0.111,0.233,149.999,4,2021
3174,0,143066,0.254,0.36,9,-10.639,0.0328,0.7040000000000001,0.3779999999999999,0.21,0.156,149.95,3,2021
3175,0,109412,0.8029999999999999,0.0191,4,-20.675,0.0719,0.992,0.8440000000000001,0.124,0.0726,79.176,4,2021
3176,0,131704,0.624,0.019,5,-20.156,0.191,0.987,0.893,0.0866,0.104,81.992,5,2021
3177,0,123437,0.7170000000000001,0.0175,1,-19.744,0.106,0.986,0.904,0.122,0.0915,74.76100000000001,4,2021
3178,1,129567,0.649,0.0136,1,-20.167,0.129,0.983,0.913,0.104,0.0515,100.482,3,2021
3179,0,144057,0.607,0.00498,4,-21.376,0.111,0.986,0.905,0.1159999999999999,0.198,77.398,3,2021
3180,0,118329,0.644,0.0194,2,-18.841,0.124,0.991,0.92,0.103,0.0892,100.625,3,2021
3181,0,155295,0.306,0.361,10,-11.85,0.0329,0.935,0.475,0.119,0.136,75.61399999999999,4,2021
3182,0,116882,0.125,0.218,2,-13.297,0.0321,0.949,0.918,0.124,0.0342,83.637,3,2021
3183,2,49000,0.332,0.643,0,-14.07,0.0413,0.415,0.939,0.192,0.574,160.072,4,2020
3184,0,127060,0.8390000000000001,0.0158,1,-21.139,0.0826,0.988,0.944,0.108,0.119,102.036,3,2021
3185,2,49000,0.297,0.436,5,-14.6,0.031,0.8909999999999999,0.606,0.155,0.135,80.19,4,2020
3186,2,49000,0.218,0.386,0,-15.053,0.0487,0.963,0.846,0.0523,0.107,159.63,4,2020
3187,4,49000,0.235,0.368,0,-14.344,0.0359,0.255,5.12e-06,0.102,0.188,80.108,4,2020
3188,2,49000,0.7120000000000001,0.0726,0,-18.09,0.0576,0.943,0.42,0.106,0.635,127.981,4,2020
3189,4,100000,0.6829999999999999,0.0908,0,-21.997,0.0497,0.989,0.921,0.151,0.617,120.099,4,2020
3190,2,49000,0.38,0.5529999999999999,0,-16.717,0.0941,0.0579999999999999,0.95,0.135,0.0475,80.803,4,2020
3191,2,49000,0.563,0.135,5,-16.801,0.0495,0.961,0.716,0.0906,0.2689999999999999,128.554,4,2020
3192,2,49000,0.284,0.474,2,-16.288,0.037,0.872,0.8640000000000001,0.0922,0.154,77.72800000000001,3,2020
3193,4,49000,0.537,0.2339999999999999,0,-18.788,0.062,0.789,0.944,0.123,0.505,79.979,4,2020
3194,0,151580,0.6920000000000001,0.0149,5,-21.11,0.182,0.99,0.969,0.108,0.0393,98.775,1,2021
3195,0,148422,0.605,0.00699,1,-20.803,0.076,0.988,0.875,0.113,0.145,79.688,3,2021
3196,0,123437,0.662,0.019,0,-20.615,0.26,0.985,0.954,0.103,0.0751,101.584,3,2021
3197,0,135047,0.857,0.00924,3,-20.928,0.141,0.986,0.93,0.124,0.1369999999999999,128.063,3,2021
3198,4,49000,0.6709999999999999,0.491,9,-14.456,0.0598,0.29,0.868,0.165,0.432,79.944,4,2020
3199,0,148979,0.616,0.0145,0,-20.223,0.302,0.984,0.929,0.103,0.0805,82.431,3,2021
3200,0,123437,0.797,0.0184,2,-20.808000000000003,0.123,0.99,0.901,0.0953,0.0633,104.526,3,2021
